account_id,customer_id,account_type,current_balance,credit_limit,acct_age_months,days_inactive,utilization_pct,customer_segment,region_code,fico_score,vantage_score,bureau_inqs_6mo,bureau_trades_open,bureau_derogs,bureau_util_pct,bureau_oldest_trade_mo,pmt_ontime_12mo,pmt_late_30_12mo,pmt_late_60_12mo,pmt_late_90_12mo,max_days_past_due_ever,months_since_last_dpd,avg_pmt_ratio_12mo,collateral_value,last_appraisal_date,ltv,pd,lgd,ead,expected_loss,new_risk_rating,score_date,model_id,score_timestamp
A00000067,C0000036,AUTO,40771.05,0,168,8,,RET,SE,745,743,1,15,0,9.27,326,12,0,0,0,0,,0.9892,40970.68,2022-12-14,0.9951274911717356,0.023360751771988625,0.3961019929373885,40771.05,377.26432429508134,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000070,C0000038,CC,6153.71,10000,42,12,61.5371,SMB,NW,565,558,3,6,0,67.36,250,12,0,0,0,0,,0.29,,,,0.052786402017923145,0.75,8076.855,319.7610863028545,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000071,C0000039,AUTO,30010.29,0,136,168,,RET,SW,610,620,0,15,0,11.89,331,12,0,0,0,0,,0.5342,78111.61,2022-07-30,0.3841975603882701,0.036538008188879936,0,30010.29,0,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000072,C0000040,MTG,392924.86,0,190,80,,PB,W,739,762,2,15,0,46.46,15,9,3,0,0,128,27,0.7818,452806.57,2021-03-25,0.8677543260911607,0.023360751771988625,0.29420346087292853,392924.86,2700.4994865801373,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000076,C0000042,AUTO,44212.93,0,52,8,,RET,NW,511,521,1,6,0,23.78,303,12,0,0,0,0,,0.1092,129587.55,2020-03-12,0.3411819268131854,0.04526883377251663,0,44212.93,0,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000078,C0000043,MTG,331139.4,0,40,4,,RET,NW,642,622,1,9,2,23.54,191,12,0,0,0,0,,0.4821,499863.14,2020-03-12,0.6624601285863967,0.033659952848813235,0.12996810286911736,331139.4,1448.6422269723005,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000079,C0000043,CC,1805.68,7500,67,10,24.075733333333336,RET,NW,642,622,1,9,2,23.54,191,11,1,1,0,91,29,0.8017,,,,0.030727522962940425,0.75,4652.84,107.22768595716579,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000084,C0000045,AUTO,28981.25,0,64,5,,SMB,W,553,541,0,6,0,9.34,380,11,1,1,0,91,19,0.4279,31541.1,2023-12-03,0.9188408140489711,0.050782941254253096,0.3350726512391769,28981.25,493.1442186229718,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000085,C0000046,HELC,135572.14,250000,67,12,54.228856,RET,SW,797,783,1,3,4,13.28,84,10,2,1,0,31,3,0.3549,236649.45,2022-12-07,0.5728817032957397,0.01879613477567586,0.058305362636591786,192786.07,211.27723347944243,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000088,C0000048,CC,9516.91,15000,168,44,63.44606666666667,PREM,W,684,705,1,11,0,87.52,228,12,0,0,0,0,,0.1298,,,,0.02856034317918137,0.75,12258.455,262.5792612349138,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000089,C0000049,AUTO,6199.63,0,144,0,,RET,NE,817,829,3,24,1,93.06,318,12,0,0,0,0,,0.7381,8079.43,2022-09-03,0.767335071904825,0.018458052967874367,0.21386805752385998,6199.63,24.473584582717674,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000091,C0000050,LOC,20998.61,50000,46,0,41.99722,RET,SE,765,763,1,16,1,14.09,259,12,0,0,0,0,,0.0928,,,,0.019385177827019106,0.5,35499.305,344.08017008029424,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000092,C0000050,AUTO,28524.01,0,49,12,,RET,SE,765,763,1,16,1,14.09,259,10,2,1,1,31,34,0.662,39513.18,2022-10-08,0.7218859631140798,0.02633203726595041,0.17750877049126387,28524.01,133.32600221196267,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000095,C0000052,CC,2259.69,10000,70,4,22.5969,PB,MW,649,641,0,6,0,15.87,70,12,0,0,0,0,,0.7958,,,,0.030727522962940425,0.75,6129.844999999999,141.26621474757414,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000097,C0000053,LOC,10717.83,50000,201,6,21.435660000000002,PB,NE,810,787,2,16,0,89.98,285,7,5,3,2,91,4,0.5853,,,,0.03240123384079482,0.5,30358.915,491.8331520339067,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000099,C0000053,CC,803.24,5000,97,10,16.0648,PB,NE,810,787,2,16,0,89.98,285,12,0,0,0,0,,0.2306,,,,0.01748089875379115,0.75,2901.62,38.042194081481604,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000100,C0000054,PERS,23084.66,0,161,13,,RET,SE,576,568,0,1,0,60.68,355,12,0,0,0,0,,0.8164,,,,0.04777967963943846,0.5,23084.66,551.4888296926797,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000103,C0000055,HELC,7364.43,50000,129,62,14.728860000000003,PREM,MW,779,764,0,18,2,65.06,265,12,0,0,0,0,,0.3427,8070.25,2023-05-22,0.912540503701868,0.018026489817812606,0.33003240296149444,28682.215,170.63984031052348,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000104,C0000056,CC,2832.19,10000,114,3,28.3219,PREM,SW,604,603,0,14,0,49.52,31,12,0,0,0,0,,0.2615,,,,0.03684427002930762,0.75,6416.094999999999,177.2972525352678,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000105,C0000057,HELC,28830.72,150000,156,157,19.220480000000002,PREM,NE,637,651,0,17,1,83.31,359,12,0,0,0,0,,0.2699,49668.54,2021-11-14,0.5804624013510363,0.033075167036830624,0.06436992108082906,89415.36,190.36940488040426,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000108,C0000058,CC,5293.37,15000,96,221,35.28913333333333,PREM,W,645,636,0,21,0,38.4,52,9,3,2,1,31,11,0.3122,,,,0.04548251478742126,0.75,10146.685000000001,346.1225629168542,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000109,C0000058,AUTO,46732.36,0,199,7,,PREM,W,645,636,0,21,0,38.4,52,12,0,0,0,0,,0.9504,114944.17,2022-01-06,0.4065657266479892,0.03047049704075253,0,46732.36,0,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000110,C0000059,CC,5025.19,5000,91,11,100.50379999999998,PB,SE,610,633,1,18,0,94.74,290,12,0,0,0,0,,0.951,,,,0.051473285941730805,0.75,5012.594999999999,193.51105180881757,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000111,C0000059,CC,6877.08,25000,39,4,27.508319999999998,PB,SE,610,633,1,18,0,94.74,290,12,0,0,0,0,,0.5635,,,,0.03764667601464227,0.75,15938.539999999999,450.02478864481225,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000112,C0000060,CC,707.96,1500,10,107,47.19733333333333,PREM,SW,584,564,0,21,0,25.33,88,12,0,0,0,0,,0.2165,,,,0.04992296279216383,0.75,1103.98,41.335464347469774,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000121,C0000066,CC,3037.79,3000,67,49,101.25966666666666,RET,SE,610,618,0,17,0,73.25,215,11,1,0,0,185,2,0.8988,,,,0.051473285941730805,0.75,3018.895,116.54433417229606,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000122,C0000067,CC,7492.16,10000,44,10,74.9216,RET,SW,839,831,3,5,0,49.83,139,12,0,0,0,0,,0.3122,,,,0.023039119316774506,0.75,8746.08,151.12648550554138,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000123,C0000067,CC,4021.72,7500,22,9,53.622933333333336,RET,SW,839,831,3,5,0,49.83,139,12,0,0,0,0,,0.5021,,,,0.021672379256608486,0.75,5760.86,93.63865707316917,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000124,C0000067,AUTO,16953.65,0,21,6,,RET,SW,839,831,3,5,0,49.83,139,7,5,2,1,45,15,0.4209,24839.16,2023-01-23,0.6825371711442738,0.027047333771338593,0.14602973691541907,16953.65,66.96208630129853,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000126,C0000069,AUTO,4597.41,0,167,38,,RET,W,599,609,5,4,0,24.95,151,12,0,0,0,0,,0.9018,4421.44,2021-12-19,1.0397992509227763,0.05350097816506306,0.431839400738221,4597.41,106.21778068805786,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000129,C0000070,MTG,392936.03,0,90,78,,SMB,MW,839,842,0,18,0,92.52,260,11,1,1,1,185,26,0.5584,552070.62,2021-07-07,0.7117495765306258,0.02576433648064646,0.16939966122450062,392936.03,1714.957464360073,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000130,C0000071,MTG,492263.78,0,124,66,,RET,NW,751,776,3,2,2,51.56,393,12,0,0,0,0,,0.8181,766006.65,2021-10-21,0.6426364314200145,0.021623370505559285,0.11410914513601159,492263.78,1214.6236242755324,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000134,C0000072,CC,6329.91,15000,55,94,42.1994,SMB,NE,686,703,2,12,1,83.89,32,12,0,0,0,0,,0.9525,,,,0.027270646044114846,0.75,10664.955,218.13015966105962,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000135,C0000072,CC,2680.14,7500,162,343,35.7352,SMB,NE,686,703,2,12,1,83.89,32,7,5,1,0,91,4,0.7227,,,,0.026260241863462697,0.75,5090.07,100.24985197646667,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000139,C0000074,MTG,724499.76,0,117,6,,RET,W,752,753,8,21,0,23.51,122,12,0,0,0,0,,0.9911,723042.44,2021-12-29,1.0020155386729444,0.025450919759737095,0.4016124309383555,724499.76,7405.406015871113,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000145,C0000077,CC,2510.92,7500,116,12,33.47893333333333,RET,NW,839,850,1,12,0,76.57,120,12,0,0,0,0,,0.4087,,,,0.018964329506603997,0.75,5005.46,71.19389457909453,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000150,C0000079,LOC,11522.37,25000,165,169,46.08948,PREM,SE,584,598,0,17,0,79.86,353,12,0,0,0,0,,0.2205,,,,0.04686917327342503,0.5,18261.185,427.94332197153506,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000151,C0000080,MTG,270172.44,0,140,14,,PREM,NW,728,751,1,14,0,16.45,49,12,0,0,0,0,,0.4753,435737.22,2021-02-09,0.6200352588654235,0.021623370505559285,0.09602820709233884,270172.44,561.0005088961015,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000156,C0000081,AUTO,55884.52,0,47,40,,SMB,W,594,573,2,9,0,94.02,160,12,0,0,0,0,,0.1252,63808.18,2022-07-31,0.8758206236253722,0.05187255912947061,0.3006564989002978,55884.52,871.5650274179499,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000157,C0000082,CC,37.88,1500,62,6,2.5253333333333337,RET,MW,613,612,1,15,0,43.41,366,12,0,0,0,0,,0.1717,,,,0.033906791013031255,0.75,768.9399999999999,19.554215911170186,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000163,C0000084,CC,8098.19,25000,34,1,32.392759999999996,RET,NW,563,566,3,14,0,78.75,218,11,1,1,0,45,8,0.6741,,,,0.04863293452378598,0.75,16549.095,603.6232901721855,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000167,C0000088,LOC,3152.16,25000,114,169,12.60864,RET,MW,719,694,1,15,1,59.97,220,10,2,0,0,31,12,0.846,,,,0.024611188882117142,0.5,14076.08,173.21453179989572,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000169,C0000089,MTG,155424.91,0,25,12,,RET,NE,624,624,1,7,0,35.55,50,12,0,0,0,0,,0.9404,195270.85,2023-01-28,0.7959452729375633,0.04033614913646951,0.23675621835005067,155424.91,1484.282110536077,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000171,C0000090,HELC,8293.03,50000,63,2,16.586060000000003,RET,NE,624,646,3,24,0,79.11,234,12,0,0,0,0,,0.762,6960.38,2020-10-02,1.1914622477508412,0.04131293740431848,0.553169798200673,29146.515,666.0873256044206,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000172,C0000091,HELC,33477.23,150000,54,14,22.318153333333335,RET,NE,691,681,0,24,0,18.92,145,12,0,0,0,0,,0.127,27945.36,2023-12-16,1.1979530770045548,0.028246544339559976,0.5583624616036439,91738.61499999999,1446.8840081249616,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000173,C0000091,MTG,387883.94,0,73,163,,RET,NE,691,681,0,24,0,18.92,145,12,0,0,0,0,,0.2473,622336.64,2020-10-17,0.6232702930683947,0.026394950632673827,0.09861623445471573,387883.94,1009.6505075523351,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000174,C0000092,MTG,755173.82,0,56,202,,RET,SE,553,540,1,19,0,60.05,296,11,1,0,0,185,33,0.823,1609683.84,2022-07-09,0.46914418920923,0.04526883377251663,0,755173.82,0,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000177,C0000093,PERS,29702.1,0,171,7,,PB,SW,794,776,1,17,1,28.81,268,12,0,0,0,0,,0.927,,,,0.019034801906677064,0.5,29702.1,282.6867948561564,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000178,C0000093,AUTO,13553.48,0,91,72,,PB,SW,794,776,1,17,1,28.81,268,12,0,0,0,0,,0.8125,21565.61,2022-09-21,0.628476542050051,0.018757812039480154,0.1027812336400408,13553.48,26.1304461571634,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000179,C0000094,MTG,212965.58,0,187,4,,PB,W,704,719,3,8,0,31.9,276,12,0,0,0,0,,0.8403,375451,2023-07-22,0.5672260294951937,0.02440403602226843,0.05378082359615499,212965.58,279.51075511372636,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000181,C0000095,MTG,474119.93,0,187,9,,RET,W,632,623,0,5,0,73.21,181,12,0,0,0,0,,0.1471,753697.23,2022-07-16,0.6290588728845401,0.03886099486387373,0.10324709830763208,474119.93,1902.3042629731647,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000186,C0000098,MTG,580109.72,0,18,10,,PREM,W,800,813,1,10,0,27.9,214,11,1,0,0,62,35,0.8022,850582.45,2021-08-11,0.6820146829975154,0.019698957406440776,0.14561174639801236,580109.72,1663.9864831027364,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000187,C0000098,MTG,551888.67,0,28,11,,PREM,W,800,813,1,10,0,27.9,214,12,0,0,0,0,,0.8657,1380227.16,2023-03-30,0.399853506722763,0.018005949831010417,0,551888.67,0,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000188,C0000098,MTG,766914.3,0,171,14,,PREM,W,800,813,1,10,0,27.9,214,12,0,0,0,0,,0.9915,1017083.74,2020-08-26,0.7540326030578368,0.018458052967874367,0.20322608244626947,766914.3,2876.8165539643633,3,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000190,C0000099,MTG,469742.87,0,88,809,,RET,NW,560,549,1,24,0,65.89,79,12,0,0,0,0,,0.7761,772354.61,2022-03-01,0.6081958519027937,0.047104486806167994,0.08655668152223495,469742.87,1915.2394169832314,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000192,C0000100,AUTO,31513.61,0,147,4,,PB,SW,535,528,0,24,1,12.98,232,10,2,0,0,31,23,0.1799,33035.71,2020-01-01,0.9539256156444043,0.049997481570494655,0.36314049251552344,31513.61,572.1645722426415,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000194,C0000101,CC,4444.47,25000,42,439,17.777880000000003,RET,W,628,651,5,5,0,30.82,172,11,1,0,0,128,19,0.5405,,,,0.03764667601464227,0.75,14722.235,415.6824084423202,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000195,C0000101,CC,3122.54,10000,75,5,31.225399999999997,RET,W,628,651,5,5,0,30.82,172,12,0,0,0,0,,0.3354,,,,0.03990414213518459,0.75,6561.27,196.36638800049195,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
A00000197,C0000102,MTG,156819.42,0,196,2,,RET,W,626,606,0,18,1,71.36,76,12,0,0,0,0,,0.4054,162701.13,2021-12-23,0.9638496057157071,0.041924026166710704,0.3710796845725657,156819.42,2439.6639307923074,4,2024-01-31,CRM-2023-Q4-V2,2024-01-31T00:00:00
